Time,Gold Probe Temperature,Stainless Steel Probe Temperature
649,78.298,38.68,3.548783906499245e+21
650,78.309,38.651,3.5492529023474813e+21
651,78.326,38.657,3.5493745798973473e+21
652,78.403,38.67,3.5500939615087834e+21
653,78.432,38.704,3.550019479263126e+21
654,78.408,38.686,3.5499607972932994e+21
655,78.412,38.679,3.550089262077182e+21
656,78.431,38.719,3.5498301097212133e+21
657,78.495,38.707,3.5506986934028416e+21
658,78.414,38.698,3.549886454926917e+21
659,78.469,38.655,3.5510208550881444e+21
660,78.467,38.703,3.5504284694402617e+21
661,78.492,38.719,3.550522234800939e+21
662,78.495,38.768,3.5499747417873874e+21
663,78.555,38.704,3.551415078812949e+21
664,78.478,38.714,3.550422727630911e+21
665,78.54,38.746,3.5507464168329524e+21
666,78.48,38.749,3.550030036966051e+21
667,78.486,38.738,3.550228662366558e+21
668,78.463,38.68,3.5506560588440257e+21
669,78.509,38.702,3.550916884132198e+21
670,78.491,38.767,3.549941224614481e+21
671,78.493,38.749,3.5501775383818624e+21
672,78.427,38.752,3.549393081593985e+21
673,78.524,38.768,3.5503037824887234e+21
674,78.603,38.778,3.5510814559151655e+21
675,78.52,38.751,3.5504601515253857e+21
676,78.542,38.804,3.550080779220806e+21
677,78.586,38.805,3.5505681432102175e+21
678,78.535,38.833,3.5496572039451677e+21
679,78.534,38.779,3.5502866994079796e+21
680,78.547,38.853,3.549556015672129e+21
681,78.612,38.821,3.5506732636715913e+21
682,78.571,38.777,3.550730244838337e+21
683,78.634,38.836,3.550744868148047e+21
684,78.579,38.892,3.549456283585635e+21
685,78.748,38.829,3.552121398266964e+21
686,78.764,38.84,3.552172393464569e+21
687,78.674,38.893,3.550522289115806e+21
688,78.71,38.869,3.551215553404822e+21
689,78.699,38.852,3.551292488517464e+21
690,78.703,38.835,3.5515396176974447e+21
691,78.652,38.82,3.5511389768701365e+21
692,78.689,38.877,3.5508823499016414e+21
693,78.711,38.878,3.5511200959766274e+21
694,78.831,38.913,3.552066275538936e+21
695,78.701,38.886,3.550911699876478e+21
696,78.752,38.848,3.551941300781795e+21
697,78.699,38.887,3.550877140903137e+21
698,78.683,38.938,3.5500904069058197e+21
699,78.789,38.896,3.5517914808266565e+21
700,78.75,38.929,3.550957384086564e+21
701,78.749,38.857,3.551800456532713e+21
702,78.713,38.893,3.550964784008531e+21
703,78.783,38.92,3.551438600834094e+21
704,78.803,38.935,3.551487520397352e+21
705,78.88,38.873,3.553096914643303e+21
706,78.896,38.887,3.553112309379686e+21
707,78.794,38.874,3.552109286619245e+21
708,78.822,39.005,3.550872454444198e+21
709,78.87,38.946,3.552117166125831e+21
710,78.794,38.961,3.551076879222795e+21
711,78.818,38.992,3.550981328841056e+21
712,78.886,39.001,3.551646052181781e+21
713,78.851,38.91,3.5523287960509727e+21
714,78.922,38.93,3.552897022877166e+21
715,78.753,38.91,3.55121688857994e+21
716,78.731,38.987,3.55005356880286e+21
717,78.91,38.983,3.552131943988947e+21
718,78.833,38.971,3.551400706397928e+21
719,78.889,38.951,3.55227340589035e+21
720,78.957,39.007,3.552380410117705e+21
721,78.898,39.038,3.5513431638900647e+21
722,78.971,39.008,3.552527385639661e+21
723,78.881,38.986,3.551767314990715e+21
724,78.866,38.98,3.551668324258865e+21
725,78.955,39.036,3.552013605098238e+21
726,78.833,38.923,3.5519702994030564e+21
727,78.796,39.017,3.5504350728686105e+21
728,78.898,39.042,3.551295701098699e+21
729,78.938,38.986,3.552414029478902e+21
730,78.991,39.053,3.552220334639092e+21
731,78.932,38.996,3.5522272918214164e+21
732,78.993,39.092,3.5517802704647755e+21
733,78.981,39.031,3.552367925015446e+21
734,78.94,39.098,3.5511077574766363e+21
735,78.901,39.007,3.55174504345221e+21
736,78.963,39.113,3.551190730907302e+21
737,78.989,39.077,3.551912868753003e+21
738,78.947,39.133,3.5507719014078103e+21
739,79.024,39.061,3.5524998187205683e+21
740,79.012,39.121,3.5516517471785614e+21
741,78.979,39.041,3.552226574704388e+21
742,79.016,39.094,3.552017490656832e+21
743,79.03,39.092,3.5522000610739964e+21
744,78.998,39.115,3.5515640986648817e+21
745,79.075,39.07,3.5529716600148486e+21
746,79.07,39.164,3.55179960132371e+21
747,79.036,39.14,3.551698607219775e+21
748,79.032,39.127,3.5518074695776993e+21
749,79.034,39.158,3.551462348989489e+21
750,79.082,39.136,3.552267965487028e+21
751,79.038,39.198,3.5510331492990216e+21
752,79.131,39.143,3.552740845197755e+21
753,79.115,39.143,3.552559315477558e+21
754,79.03,39.129,3.5517610482358283e+21
755,79.028,39.14,3.551607842319863e+21
756,79.16,39.147,3.5530224074851756e+21
757,79.011,39.18,3.550940379484596e+21
758,79.167,39.213,3.5523187535574545e+21
759,79.079,39.174,3.5517830643937024e+21
760,79.169,39.144,3.553160113170691e+21
761,79.116,39.128,3.5527486376538847e+21
762,79.12,39.167,3.552331285523644e+21
763,79.142,39.193,3.552272405735727e+21
764,79.159,39.163,3.552821222188387e+21
765,79.211,39.24,3.552497617653111e+21
766,79.142,39.137,3.5529368374967916e+21
767,79.149,39.137,3.553016256819052e+21
768,79.174,39.232,3.5521727496987916e+21
769,79.186,39.181,3.5529139852898625e+21
770,79.216,39.228,3.552696716321969e+21
771,79.124,39.263,3.551237692728984e+21
772,79.131,39.229,3.55172048746167e+21
773,79.146,39.173,3.5525550814268505e+21
774,79.24,39.206,3.553230026428077e+21
775,79.134,39.216,3.5519087593044233e+21
776,79.23,39.355,3.5513488584255325e+21
777,79.292,39.277,3.552977624635614e+21
778,79.254,39.285,3.552451588949144e+21
779,79.205,39.342,3.551219447652363e+21
780,79.154,39.228,3.5519932973935357e+21
781,79.241,39.295,3.552185461423503e+21
782,79.21,39.266,3.552177805953377e+21
783,79.237,39.298,3.552104488909238e+21
784,79.344,39.295,3.5533540330517776e+21
785,79.235,39.3,3.55205807086991e+21
786,79.346,39.335,3.5529021760368395e+21
787,79.232,39.28,3.5522613099047347e+21
788,79.26,39.32,3.5521044325398353e+21
789,79.329,39.279,3.5533736758276947e+21
790,79.302,39.283,3.5530198946726003e+21
791,79.349,39.355,3.552698943927178e+21
792,79.399,39.311,3.5537882052008545e+21
793,79.367,39.388,3.552511674113445e+21
794,79.366,39.387,3.5525121919150404e+21
795,79.381,39.412,3.552385797252029e+21
796,79.309,39.368,3.552090912487795e+21
797,79.251,39.365,3.5514684779359995e+21
798,79.284,39.347,3.5520564081188327e+21
799,79.287,39.394,3.5515328809477137e+21
800,79.301,39.36,3.552095055649741e+21
801,79.388,39.4,3.552607567650683e+21
802,79.357,39.36,3.55273038954026e+21
803,79.354,39.405,3.552162517296231e+21
804,79.429,39.383,3.553274392258251e+21
805,79.231,39.342,3.5515144248757977e+21
806,79.374,39.479,3.551511597718912e+21
807,79.505,39.443,3.5534248494757965e+21
808,79.381,39.418,3.552314620727337e+21
809,79.464,39.379,3.55371892752911e+21
810,79.428,39.406,3.5529901972181263e+21
811,79.458,39.4,3.553401730383202e+21
812,79.432,39.467,3.5523119578261503e+21
813,79.403,39.381,3.5530031430368315e+21
814,79.441,39.376,3.5534935772279975e+21
815,79.457,39.406,3.5533192072053517e+21
816,79.551,39.47,3.5536264337883194e+21
817,79.474,39.418,3.5533697198759755e+21
818,79.46,39.518,3.5520246520592083e+21
819,79.453,39.513,3.552004546513001e+21
820,79.444,39.464,3.552483685745938e+21
821,79.487,39.393,3.5538137824540733e+21
822,79.488,39.493,3.5526388624380044e+21
823,79.472,39.468,3.5527538982911413e+21
824,79.512,39.474,3.5531365265946407e+21
825,79.518,39.517,3.552694523261808e+21
826,79.429,39.426,3.5527642859200924e+21
827,79.564,39.479,3.553667157474112e+21
828,79.492,39.544,3.552079285292369e+21
829,79.371,39.505,3.5511691513209186e+21
830,79.537,39.526,3.5528033204820393e+21
831,79.463,39.557,3.55159608188471e+21
832,79.487,39.574,3.551666715694835e+21
833,79.573,39.581,3.552559346447433e+21
834,79.601,39.593,3.5527346663041563e+21
835,79.576,39.573,3.552688272806404e+21
836,79.569,39.506,3.5534036008218636e+21
837,79.518,39.58,3.551947239216756e+21
838,79.585,39.65,3.5518770694256827e+21
839,79.494,39.546,3.552078251887044e+21
840,79.502,39.527,3.5523943845573144e+21
841,79.56,39.565,3.5526016466028263e+21
842,79.522,39.589,3.5518858670542716e+21
843,79.585,39.583,3.552671762185439e+21
844,79.537,39.652,3.551308799175281e+21
845,79.626,39.608,3.5528403681951655e+21
846,79.541,39.638,3.5515202284624334e+21
847,79.564,39.652,3.55161510785507e+21
848,79.608,39.638,3.55228032932493e+21
849,79.629,39.599,3.5529811542998526e+21
850,79.599,39.623,3.552356140772539e+21
851,79.667,39.629,3.553056421345159e+21
852,79.627,39.738,3.5513098358170337e+21
853,79.63,39.606,3.552909470058092e+21
854,79.732,39.706,3.552880550335615e+21
855,79.736,39.683,3.5531987219219297e+21
856,79.624,39.68,3.5519636953734636e+21
857,79.658,39.622,3.5530373459286635e+21
858,79.669,39.711,3.552106534134453e+21
859,79.668,39.684,3.5524154207556846e+21
860,79.741,39.682,3.5532673061834646e+21
861,79.661,39.651,3.5527274110125757e+21
862,79.684,39.625,3.553296727589463e+21
863,79.664,39.687,3.552334460310813e+21
864,79.686,39.673,3.5527500925941716e+21
865,79.673,39.696,3.552329818311518e+21
866,79.782,39.685,3.55369685732459e+21
867,79.703,39.686,3.5527887645175914e+21
868,79.747,39.685,3.5532997924205164e+21
869,79.693,39.688,3.5526515962914616e+21
870,79.688,39.655,3.552986276164683e+21
871,79.634,39.708,3.551745051458263e+21
872,79.726,39.663,3.5533224899132423e+21
873,79.719,39.748,3.552234940744447e+21
874,79.718,39.645,3.5534452287168326e+21
875,79.79,39.732,3.5532301710531976e+21
876,79.895,39.758,3.554112989308587e+21
877,79.741,39.806,3.5517966566486285e+21
878,79.783,39.781,3.552569617540403e+21
879,79.689,39.756,3.551799723215585e+21
880,79.802,39.818,3.5523463578711664e+21
881,79.757,39.776,3.5523339579537537e+21
882,79.7,39.752,3.551971953397005e+21
883,79.814,39.822,3.552435054010385e+21
884,79.772,39.796,3.552266932156361e+21
885,79.808,39.818,3.5524144248269974e+21
886,79.805,39.736,3.5533528994397526e+21
887,79.79,39.806,3.55235253775496e+21
888,79.766,39.792,3.5522463034712444e+21
889,79.777,39.751,3.552857347752735e+21
890,79.729,39.842,3.551233589007208e+21
891,79.854,39.796,3.5531971835198277e+21
892,79.832,39.811,3.55276970934101e+21
893,79.881,39.807,3.5533730286938473e+21
894,79.81,39.869,3.551832294427792e+21
895,79.815,39.821,3.55245825792633e+21
896,79.864,39.84,3.5527888088203427e+21
897,79.869,39.932,3.55175451418548e+21
898,79.919,39.89,3.5528197954398307e+21
899,79.859,39.834,3.5528032426295186e+21
900,79.856,39.845,3.552638756722948e+21
901,79.842,39.896,3.551875126024837e+21
902,79.805,39.913,3.551253788491699e+21
903,79.968,39.892,3.5533519517947663e+21
904,79.878,39.911,3.552105642330178e+21
905,79.929,39.926,3.5525063238168803e+21
906,79.846,39.849,3.5524778753281155e+21
907,79.817,39.875,3.551840551693044e+21
908,79.946,39.957,3.552331565026694e+21
909,80.006,39.867,3.554079517117775e+21
910,79.955,39.941,3.5526233977556084e+21
911,79.909,39.896,3.552635198441743e+21
912,79.919,39.947,3.5521438529729426e+21
913,79.926,39.974,3.551903090579392e+21
914,79.996,39.98,3.5526260380014886e+21
915,79.983,39.937,3.552988472057795e+21
916,79.919,39.957,3.5520252698917675e+21
917,80.018,39.912,3.553681991029237e+21
918,79.89,39.916,3.5521824811995187e+21
919,80.009,39.937,3.55328342378219e+21
920,80.031,39.984,3.5529756531489474e+21
921,79.979,39.989,3.5523264633859316e+21
922,80.018,39.933,3.553432957011819e+21
923,79.984,39.908,3.553343718854943e+21
924,79.959,40.034,3.551565978820866e+21
925,80.085,39.991,3.5535052334210466e+21
926,80.068,39.977,3.5534783971811834e+21
927,80.003,40.027,3.5521481245750235e+21
928,80.12,40.064,3.553036654675695e+21
929,80.076,40.019,3.5530711103874154e+21
930,80.028,40.026,3.5524435860599346e+21
931,80.037,40.055,3.5522018122571606e+21
932,80.041,40.012,3.5527570698596144e+21
933,80.058,40.067,3.5522977489337487e+21
934,80.176,40.026,3.554122520413657e+21
935,80.063,40.066,3.5523663267646894e+21
936,80.169,40.069,3.55353322709524e+21
937,80.115,40.031,3.5533712378360265e+21
938,80.137,40.019,3.5537631043011325e+21
939,80.213,40.061,3.554127228019516e+21
940,80.191,40.103,3.5533796442826264e+21
941,80.141,40.074,3.553156305388717e+21
942,80.143,40.088,3.553012989937634e+21
943,80.107,40.045,3.5531144759723405e+21
944,80.144,40.103,3.5528464751164287e+21
945,80.115,40.063,3.552991791758826e+21
946,80.156,40.163,3.552271188978634e+21
947,80.114,40.11,3.552423154670655e+21
948,80.157,40.077,3.553302238115108e+21
949,80.186,40.115,3.553180637836999e+21
950,80.216,40.146,3.5531533900550814e+21
951,80.289,40.14,3.5540526408823493e+21
952,80.185,40.161,3.55262387618506e+21
953,80.219,40.15,3.5531399944691206e+21
954,80.18,40.137,3.552851719460883e+21
955,80.167,40.158,3.552455255439094e+21
956,80.235,40.137,3.553475637762283e+21
957,80.254,40.215,3.552766355010467e+21
958,80.136,40.193,3.551688617541459e+21
959,80.261,40.142,3.5537112958842857e+21
960,80.241,40.195,3.5528560117837616e+21
961,80.272,40.203,3.5531128203184717e+21
962,80.206,40.193,3.5524826889618614e+21
963,80.251,40.129,3.5537519977708194e+21
964,80.267,40.143,3.553767502654654e+21
965,80.296,40.217,3.5532190837166294e+21
966,80.32,40.134,3.5544754465906145e+21
967,80.472,40.239,3.5549547565289906e+21
968,80.237,40.201,3.5527394978983465e+21
969,80.26,40.253,3.5523838869973694e+21
970,80.311,40.147,3.554219208693181e+21
971,80.261,40.194,3.55309474573893e+21
972,80.318,40.19,3.553788773019038e+21
973,80.321,40.199,3.5537160955348014e+21
974,80.351,40.205,3.553985272292036e+21
975,80.331,40.225,3.5535212674525797e+21
976,80.383,40.247,3.553850308591858e+21
977,80.32,40.196,3.553740321283861e+21
978,80.369,40.25,3.55365592719719e+21
979,80.346,40.306,3.552731096073032e+21
980,80.287,40.271,3.5524767637635816e+21
981,80.388,40.259,3.553764754307421e+21
982,80.366,40.206,3.554143573623785e+21
983,80.442,40.286,3.5540572059002963e+21
984,80.361,40.288,3.553114652703065e+21
985,80.453,40.245,3.554668086383797e+21
986,80.384,40.281,3.553458548807378e+21
987,80.459,40.238,3.5548191434623995e+21
988,80.558,40.295,3.555266373942739e+21
989,80.425,40.255,3.554231898271787e+21
990,80.449,40.249,3.554575286168597e+21
991,80.541,40.199,3.556211746410135e+21
992,80.386,40.263,3.5536946426872505e+21
993,80.499,40.324,3.554253278940004e+21
994,80.457,40.321,3.553812411674706e+21
995,80.408,40.333,3.5531143070694575e+21
996,80.46,40.25,3.554688211557834e+21
997,80.51,40.288,3.5548048672890075e+21
998,80.497,40.259,3.555001225179134e+21
999,80.498,40.383,3.5535424730768626e+21
1000,80.531,40.264,3.5553276320785786e+21
1001,80.605,40.309,3.555633544706113e+21
1002,80.548,40.339,3.5546312845882667e+21
1003,80.665,40.312,3.5562785980054624e+21
1004,80.46,40.329,3.5537515985969396e+21
1005,80.648,40.405,3.554983195082094e+21
1006,80.56,40.339,3.5547674082528655e+21
1007,80.585,40.308,3.5554185268286534e+21
1008,80.61,40.323,3.55552428132774e+21
1009,80.642,40.307,3.556076973102679e+21
1010,80.613,40.383,3.554846983266012e+21
1011,80.669,40.335,3.5560512878066716e+21
1012,80.664,40.411,3.5550935614231754e+21
1013,80.526,40.302,3.5548203840476666e+21
1014,80.607,40.342,3.5552649924796094e+21
1015,80.578,40.353,3.554805616804778e+21
1016,80.611,40.329,3.555464490509912e+21
1017,80.641,40.38,3.555200168885634e+21
1018,80.633,40.354,3.5554176601645074e+21
1019,80.634,40.326,3.555760961885834e+21
1020,80.636,40.427,3.554586264883924e+21
1021,80.692,40.424,3.5552570653038026e+21
1022,80.661,40.348,3.555806414856703e+21
1023,80.591,40.418,3.5541825004808265e+21
1024,80.71,40.433,3.5553545542128003e+21
1025,80.766,40.364,3.556807804105374e+21
1026,80.673,40.333,3.5561203739267443e+21
1027,80.689,40.413,3.5553534393979293e+21
1028,80.709,40.401,3.5557225710635655e+21
1029,80.734,40.458,3.5553304285920756e+21
1030,80.712,40.394,3.5558395881281484e+21
1031,80.718,40.428,3.5555045765561104e+21
1032,80.696,40.395,3.5556462361347867e+21
1033,80.682,40.415,3.55525032478072e+21
1034,80.732,40.44,3.5555211268963917e+21
1035,80.703,40.426,3.555358133959328e+21
1036,80.746,40.363,3.5565927877456413e+21
1037,80.77,40.461,3.555703228518488e+21
1038,80.745,40.493,3.555040299213887e+21
1039,80.695,40.44,3.5551014183643654e+21
1040,80.791,40.445,3.556131117386896e+21
1041,80.715,40.468,3.5549963574726665e+21
1042,80.833,40.438,3.556690527746431e+21
1043,80.785,40.457,3.5559207989961283e+21
1044,80.804,40.468,3.556005922579591e+21
1045,80.817,40.462,3.556224515430378e+21
1046,80.819,40.476,3.5560812368143985e+21
1047,80.878,40.495,3.556525260682321e+21
1048,80.763,40.482,3.555374878638019e+21
1049,80.844,40.473,3.5564003861863213e+21
1050,80.785,40.456,3.555932653741708e+21
1051,80.884,40.484,3.556723721391594e+21
1052,80.871,40.452,3.55695560988911e+21
1053,80.834,40.552,3.555350464304404e+21
1054,80.927,40.549,3.5564409525476886e+21
1055,80.855,40.47,3.556560727942748e+21
1056,80.933,40.553,3.556461596096214e+21
1057,80.875,40.526,3.556123745341301e+21
1058,80.943,40.496,3.557250726032296e+21
1059,80.866,40.506,3.5562587411816367e+21
1060,80.953,40.548,3.556747732361605e+21
1061,80.936,40.55,3.556531188136241e+21
1062,80.926,40.494,3.557081597722698e+21
1063,80.791,40.481,3.55570434849681e+21
1064,80.843,40.538,3.5556185094980963e+21
1065,80.921,40.501,3.556941898847151e+21
1066,80.894,40.501,3.5566356277393637e+21
1067,80.973,40.52,3.557306518421642e+21
1068,80.899,40.543,3.556194464560882e+21
1069,80.943,40.53,3.5568476748288717e+21
1070,80.963,40.619,3.5560195465014584e+21
1071,80.944,40.544,3.5566930591783547e+21
1072,80.916,40.587,3.555865729524549e+21
1073,80.996,40.575,3.556915434641355e+21
1074,80.966,40.568,3.556658114392495e+21
1075,80.929,40.553,3.556416222937714e+21
1076,80.992,40.509,3.5576524415809555e+21
1077,81.01,40.621,3.556528969054276e+21
1078,81.075,40.582,3.557728573565166e+21
1079,81.02,40.577,3.5571639648264074e+21
1080,80.958,40.579,3.556436975628596e+21
1081,80.984,40.571,3.556826731291207e+21
1082,81.085,40.59,3.5577471743050666e+21
1083,80.952,40.673,3.555254701156337e+21
1084,81.031,40.561,3.557478405217707e+21
1085,81.019,40.615,3.556702178895581e+21
1086,81.0,40.622,3.5564036837920573e+21
1087,81.044,40.584,3.557353225204545e+21
1088,81.079,40.593,3.5576435532388924e+21
1089,81.197,40.596,3.5589464915497467e+21
1090,81.058,40.665,3.5565518939597145e+21
1091,81.095,40.654,3.557101974729774e+21
1092,81.121,40.607,3.5579540143263266e+21
1093,81.051,40.684,3.556247284531189e+21
1094,81.126,40.67,3.557263959124606e+21
1095,81.026,40.631,3.556591925203416e+21
1096,81.214,40.688,3.5580487932335285e+21
1097,81.257,40.609,3.559472981707456e+21
1098,81.184,40.61,3.5586330743312356e+21
1099,81.114,40.67,3.5571278419345345e+21
1100,81.242,40.614,3.55924356390395e+21
1101,81.151,40.682,3.5574052984011096e+21
1102,81.214,40.668,3.558285858561372e+21
1103,81.219,40.658,3.55846110829211e+21
1104,81.187,40.665,3.5580151548021535e+21
1105,81.179,40.663,3.5579481166376453e+21
1106,81.197,40.689,3.5578441079096387e+21
1107,81.205,40.703,3.5577689094058903e+21
1108,81.237,40.645,3.558819380762243e+21
1109,81.202,40.705,3.5577111742862265e+21
1110,81.174,40.639,3.5581758842819e+21
1111,81.376,40.711,3.559613744227546e+21
1112,81.277,40.706,3.558550049356601e+21
1113,81.21,40.69,3.5579797146502195e+21
1114,81.322,40.689,3.559261991443579e+21
1115,81.271,40.724,3.558268637189189e+21
1116,81.31,40.841,3.5573242842034675e+21
1117,81.264,40.717,3.558272206622299e+21
1118,81.283,40.783,3.557705447718424e+21
1119,81.317,40.735,3.558660033502102e+21
1120,81.242,40.736,3.5577974562429783e+21
1121,81.329,40.731,3.5588435610772995e+21
1122,81.289,40.686,3.558923230075794e+21
1123,81.303,40.762,3.558181208181463e+21
1124,81.33,40.736,3.558795639527052e+21
1125,81.321,40.714,3.5589543181352525e+21
1126,81.319,40.72,3.5588605137551077e+21
1127,81.426,40.706,3.5602401624104103e+21
1128,81.373,40.775,3.558821130381041e+21
1129,81.434,40.776,3.5595011963525834e+21
1130,81.441,40.849,3.5587153778256464e+21
1131,81.466,40.761,3.5600419618251777e+21
1132,81.376,40.778,3.5588196014781025e+21
1133,81.405,40.764,3.559314483557587e+21
1134,81.365,40.823,3.558161475388953e+21
1135,81.434,40.834,3.558813758460216e+21
1136,81.443,40.756,3.559840338188056e+21
1137,81.481,40.77,3.560105430521922e+21
1138,81.482,40.776,3.560045656842517e+21
1139,81.354,40.799,3.558321156561743e+21
1140,81.435,40.782,3.5594414234747556e+21
1141,81.483,40.822,3.559511784039461e+21
1142,81.491,40.839,3.5594010391185704e+21
1143,81.439,40.775,3.5595697636619064e+21
1144,81.417,40.785,3.5592016932842646e+21
1145,81.528,40.861,3.5595599776753223e+21
1146,81.513,40.763,3.560551374678197e+21
1147,81.494,40.802,3.559873603537394e+21
1148,81.567,40.818,3.560511993407187e+21
1149,81.522,40.859,3.559515624904033e+21
1150,81.52,40.801,3.5601803710896417e+21
1151,81.595,40.806,3.5609718242921126e+21
1152,81.577,40.813,3.5606846845269914e+21
1153,81.536,40.836,3.559947022897609e+21
1154,81.674,40.893,3.560836758900854e+21
1155,81.462,40.808,3.559439516691275e+21
1156,81.557,40.816,3.5604222697393713e+21
1157,81.657,40.861,3.561023197440727e+21
1158,81.56,40.777,3.560918552276969e+21
1159,81.582,40.87,3.5600658200549046e+21
1160,81.62,40.905,3.560082030011604e+21
1161,81.621,40.934,3.55974967753166e+21
1162,81.558,40.907,3.5593550783489895e+21
1163,81.698,40.913,3.56087194768704e+21
1164,81.676,40.879,3.5610253720385314e+21
1165,81.581,40.842,3.5603863365270907e+21
1166,81.604,40.864,3.5603864733615265e+21
1167,81.665,40.91,3.5605331935621777e+21
1168,81.664,40.837,3.561387052625354e+21
1169,81.658,40.888,3.56071453462277e+21
1170,81.7,40.928,3.560716857943827e+21
1171,81.599,40.847,3.5605312459923637e+21
1172,81.726,40.93,3.560988064357985e+21
1173,81.714,40.883,3.5614089885596936e+21
1174,81.704,40.916,3.5609044486879723e+21
1175,81.766,40.889,3.5619276989936493e+21
1176,81.662,40.865,3.5610325026701564e+21
1177,81.68,40.904,3.560774444863121e+21
1178,81.843,40.917,3.5624692319940924e+21
1179,81.74,40.937,3.561063900535435e+21
1180,81.722,40.957,3.560622703496275e+21
1181,81.856,40.936,3.562391501520729e+21
1182,81.804,40.954,3.561588353926951e+21
1183,81.76,40.822,3.562653754092069e+21
1184,81.78,40.905,3.5618968648125587e+21
1185,81.843,40.979,3.561734430361538e+21
1186,81.817,40.948,3.5618069176279724e+21
1187,81.776,40.925,3.5616144568637865e+21
1188,81.828,40.955,3.561848725689398e+21
1189,81.941,40.967,3.562988223560013e+21
1190,81.839,40.915,3.562447565094472e+21
1191,81.924,40.941,3.5631035435754513e+21
1192,81.826,40.951,3.561873446667222e+21
1193,81.877,40.995,3.5619304576812015e+21
1194,81.885,40.977,3.562234522285934e+21
1195,81.94,40.959,3.5630716941387296e+21
1196,81.906,40.973,3.5625201228100754e+21
1197,81.902,40.933,3.5629488198153373e+21
1198,81.902,40.955,3.56268808078664e+21
1199,81.953,41.014,3.5625673191081755e+21
1200,81.931,40.948,3.5630999794764905e+21
1201,81.906,40.922,3.563124561868022e+21
1202,82.012,41.0,3.5634024477118153e+21
1203,81.957,40.996,3.5628260120538167e+21
1204,81.95,40.973,3.563019197530464e+21
1205,81.938,40.926,3.563440119832576e+21
1206,81.911,40.99,3.5623753616847977e+21
1207,82.031,41.034,3.5632150133060796e+21
1208,81.935,40.984,3.562718692036325e+21
1209,81.997,41.031,3.56286492120128e+21
1210,81.972,40.978,3.563209476996323e+21
1211,82.01,41.07,3.5625501885355236e+21
1212,81.944,40.99,3.562749666816235e+21
1213,81.973,41.026,3.562651956188723e+21
1214,81.998,40.997,3.5632792060093923e+21
1215,81.951,40.99,3.562829064874419e+21
1216,81.889,40.971,3.562351001443629e+21
1217,81.966,40.97,3.56323623407195e+21
1218,82.036,40.959,3.564160586615554e+21
1219,82.036,40.98,3.56391170004734e+21
1220,82.098,41.081,3.563417965311414e+21
1221,82.0,41.045,3.5627330345695707e+21
1222,82.028,41.039,3.563121730419242e+21
1223,82.035,41.057,3.56298781044294e+21
1224,82.027,40.98,3.563809616683877e+21
1225,82.016,41.037,3.563009322490881e+21
1226,82.003,41.014,3.5631344461516416e+21
1227,82.156,41.064,3.5642772921528583e+21
1228,82.07,41.073,3.563195183155267e+21
1229,82.094,41.07,3.563502954353719e+21
1230,82.057,41.079,3.5629766269694163e+21
1231,82.147,41.097,3.5637841324817976e+21
1232,82.055,41.075,3.5630013449767947e+21
1233,82.094,41.081,3.5633725955817435e+21
1234,82.037,41.063,3.5629393902442523e+21
1235,82.056,41.098,3.562740122966575e+21
1236,82.076,41.048,3.56355951070483e+21
1237,82.16,41.042,3.564583386730456e+21
1238,82.13,41.079,3.5638046247721233e+21
1239,82.128,41.083,3.563734536706198e+21
1240,82.16,41.12,3.563659020394128e+21
1241,82.177,41.076,3.5643732719843887e+21
1242,82.073,41.171,3.5620678802332514e+21
1243,82.205,41.057,3.5649160305563187e+21
1244,82.294,41.102,3.565392211811049e+21
1245,82.187,41.142,3.563704555455008e+21
1246,82.147,41.05,3.564341124913102e+21
1247,82.183,41.077,3.564429475695757e+21
1248,82.223,41.124,3.564326187456959e+21
1249,82.154,41.065,3.564242756230826e+21
1250,82.192,41.182,3.5632872627201764e+21
1251,82.249,41.093,3.5649884613778546e+21
1252,82.17,41.057,3.5645190440623874e+21
1253,82.202,41.111,3.5642420551339863e+21
1254,82.174,41.111,3.563924468385141e+21
1255,82.267,41.166,3.564327534727428e+21
1256,82.217,41.052,3.565111396221488e+21
1257,82.187,41.111,3.5640719193756763e+21
1258,82.254,41.107,3.564879262010364e+21
1259,82.209,41.05,3.5650443588333763e+21
1260,82.231,41.19,3.5636348117067854e+21
1261,82.239,41.119,3.564566918172945e+21
1262,82.26,41.171,3.5641888878804043e+21
1263,82.196,41.058,3.5648020971763563e+21
1264,82.211,41.212,3.5631472718694554e+21
1265,82.35,41.155,3.5653992993907886e+21
1266,82.277,41.207,3.563955107348176e+21
1267,82.276,41.169,3.564394064805838e+21
1268,82.316,41.084,3.565855062313967e+21
1269,82.312,41.156,3.564956441138946e+21
1270,82.271,41.154,3.5645151069951303e+21
1271,82.217,41.145,3.56400927447378e+21
1272,82.252,41.123,3.564666966563494e+21
1273,82.238,41.067,3.5651718204818163e+21
1274,82.237,41.185,3.563762114911917e+21
1275,82.377,41.164,3.565598887932994e+21
1276,82.306,41.152,3.56493578876239e+21
1277,82.291,41.162,3.5646471508087396e+21
1278,82.377,41.14,3.5658833000981547e+21
1279,82.413,41.129,3.566421982328509e+21
1280,82.379,41.198,3.565218664825376e+21
1281,82.37,41.23,3.564737388170227e+21
1282,82.327,41.176,3.564889570022266e+21
1283,82.312,41.188,3.564577234537698e+21
1284,82.318,41.233,3.564112045304771e+21
1285,82.373,41.21,3.5650084114605686e+21
